,Rep_House_Prop,Year,State
0,0.4925373134328358,1986,Illinois
1,0.45161290322580644,1990,Illinois
2,0.3333333333333333,1994,Illinois
3,0.5084745762711864,1998,Illinois
4,0.4827586206896552,2002,Illinois
5,0.7142857142857143,2006,Illinois
6,0.5714285714285714,2010,Illinois
7,0.6153846153846154,2014,Illinois
8,0.5,2018,Illinois
