,Rep_House_Prop,Year,State
0,0.4,1986,Mississippi
1,0.2857142857142857,1990,Mississippi
2,0.46,1994,Mississippi
3,0.5,1998,Mississippi
4,0.42857142857142855,2002,Mississippi
5,0.48148148148148145,2006,Mississippi
6,0.48,2010,Mississippi
7,0.13636363636363635,2014,Mississippi
8,0.36,2018,Mississippi
