,Rep_House_Prop,Year,State
0,0.47368421052631576,1986,South Carolina
1,0.4,1990,South Carolina
2,0.515625,1994,South Carolina
3,0.6470588235294118,1998,South Carolina
4,0.625,2002,South Carolina
5,0.2,2006,South Carolina
6,0.2857142857142857,2010,South Carolina
7,0.4,2014,South Carolina
8,0.625,2018,South Carolina
