,Rep_House_Prop,Year,State
0,0.42857142857142855,1986,Colorado
1,0.375,1990,Colorado
2,0.6065573770491803,1994,Colorado
3,0.3333333333333333,1998,Colorado
4,0.3333333333333333,2002,Colorado
5,0.48717948717948717,2006,Colorado
6,0.5789473684210527,2010,Colorado
7,0.3333333333333333,2014,Colorado
8,0.3125,2018,Colorado
