,Rep_House_Prop,Year,State
0,0.4594594594594595,1986,North Carolina
1,0.4411764705882353,1990,North Carolina
2,0.5555555555555556,1994,North Carolina
3,0.5294117647058824,1998,North Carolina
4,0.5263157894736842,2002,North Carolina
5,0.39080459770114945,2006,North Carolina
6,0.3956043956043956,2010,North Carolina
7,0.5,2014,North Carolina
8,0.2857142857142857,2018,North Carolina
